,Date,Mention Content,Processed Content,Year-Month,Length
0,3/4/2020,"RT @BadFoxGraphics: “Statistically, I hated to do it.” –Pres. Trump on repatriating Americans infected with coronavirus ▪️THIS is why he only referred to 15 infected in U.S. ▪️THIS is why he blames China ▪️THIS is why he disputes mortality rates ▪️THIS is why he is unfit to serve as President RT @ddale8: Trump told Hannity that ""in one way, he hated to"" bring back Americans from the Diamond Princess cruise -- ""statistically, I hated to do it"" -- since it would increase the number of US coronavirus cases, and he wondered, ""Is it gonna look bad?"" But he decided it was right.","“statistically  hated   ” –pres trump  repatriating americans infected  coronavirus ▪️     referred  15 infected  u ▪️    blames china ▪️    disputes mortality rates ▪️     unfit  serve  president  trump told hannity  "" one way  hated "" bring back americans   diamond princess cruise""statistically  hated   ""since   increase  number   coronavirus cases   wondered ""  gonna look bad""   decided   right",2020-03,400
1,3/6/2020,"RT @canadafreepress: Blame China, Not The President, For Coronavirus https://canadafreepress.com/article/blame-china-not-the-president-for-coronavirus",blame china   president  coronavirus,2020-03,36
2,3/8/2020,"This idiots are rooting for Coronavirus. They act like Trump created it and turned it lose on the world. I don’t hear anyone blaming China for how they poorly handled it. But no it is always the POTUS. NEVER TRUMPERS!!!! RT @tomselliott: MSNBC’s @esglaude Jr. on the Coronavirus: “This may be Donald Trump’s Katrina.” @NicolleDWallace: ""Let’s just lean into that for a minute … this has the makings, structurally, of the same kind of moment”","idiots  rooting  coronavirus  act  trump created   turned  lose   world   hear anyone blaming china    poorly handled      always  potus never trumpers  msnbc  jr   coronavirus “ may  donald trump katrina”  ""let  lean     minute …    makings structurally    kind  moment”",2020-03,271
3,3/9/2020,"Virus originates from Chinese lab... Virus escapes and infects everyone. Blame Trump. RT @renato_mariotti: A GOP congressman is quarantining himself after sustained contact with a person with Covid-19 (Coronavirus), but he insists on calling it the “Wuhan Virus,” presumably to blame China for this pathogen.",virus originates  chinese lab virus escapes  infects everyone blame trump   gop congressman  quarantining   sustained contact   person  covid-19  coronavirus    insists  calling   “wuhan virus” presumably  blame china   pathogen,2020-03,228
4,3/9/2020,"It’s actually the Trump virus! And the Wall Street slump is the Trump Slump! 😊😊 RT @renato_mariotti: A GOP congressman is quarantining himself after sustained contact with a person with Covid-19 (Coronavirus), but he insists on calling it the “Wuhan Virus,” presumably to blame China for this pathogen.",actually  trump virus   wall street slump   trump slump 😊😊   gop congressman  quarantining   sustained contact   person  covid-19  coronavirus    insists  calling   “wuhan virus” presumably  blame china   pathogen,2020-03,213
5,3/9/2020,RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,106
6,3/9/2020,Exactly this. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,exactly   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,116
7,3/9/2020,And Blame China for letting it loose. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame china  letting  loose  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,135
8,3/9/2020,For once Russia is causing real trouble and they don't see it RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,russia  causing real trouble    see   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,144
9,3/9/2020,Blame MSM for pushing Coronavirus 24/7 and getting people to believe it's more than a new flu type. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame msm  pushing coronavirus 247  getting people  believe     new flu type  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,184
10,3/9/2020,Too Much! The medias spreading of gloom and doom to create panic is part of the falling market too! RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,much  medias spreading  gloom  doom  create panic  part   falling market   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,181
11,3/9/2020,@realDonaldTrump is the only one I want handling the current situation. Imagine any of the other candidates trying to deal with this. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,one  want handling  current situation imagine     candidates trying  deal    stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,183
12,3/9/2020,"Actually, the FACT that @Russia & @saudiarabia dropped their OIL PRICES is what is playing havoc w/the #StockMarket. Russia is trying to destroy the #ShaleOil in USA. Ppl need to CALM DOWN & QUIT LETTING RUSSIA MANIPULATE the market!! #USA ECONOMY is still GOOD! RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",actually  fact   &  dropped  oil prices    playing havoc w stockmarket russia  trying  destroy  shaleoil  usa ppl need  calm  & quit letting russia manipulate  market usa economy  still good  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,298
13,3/9/2020,"I thank him, Europe is sinking. Our guy understands markets and to be proactive. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",thank  europe  sinking  guy understands markets    proactive  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,168
14,3/9/2020,Libs want to destroy TRUMP's economy before the election. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,libs want  destroy trump economy   election  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,151
15,3/9/2020,This will not last forever. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,last forever  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,120
16,3/9/2020,And don't forget the OPEC food-fight. That was happening with or without Corona-Chan have its say. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,forget  opec food-fight   happening   without corona-chan     stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,168
17,3/9/2020,Why is it we have one idiot Republican after another like Ryan who is always escalating the b******* RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,one idiot republican  another  ryan   always escalating  b*******  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,173
18,3/9/2020,Agree. Blame China for this mess. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,agree blame china   mess  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,132
19,3/9/2020,ONE MORE TIME! STOP the automated Trades. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,one  time stop  automated trades  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,140
20,3/9/2020,Agree 2020% RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,agree 2020%  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,119
21,3/9/2020,Also the fear mongers on Wallstreet that use this to undermine Trump. There plenty there as well. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,fear mongers  wallstreet     undermine trump  plenty   well  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,167
22,3/9/2020,Agree RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,agree  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,113
23,3/9/2020,"Too bad this actually needs to be said. It is unbelievably obvious, yet the masses are being fooled. Again. Still. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",bad  actually needs      unbelievably obvious yet  masses   fooled  still  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,181
24,3/9/2020,#QAnon RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,qanon  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,113
25,3/9/2020,Try blaming China for creating it! #coronavirus RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,try blaming china  creating  coronavirus  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,148
26,3/9/2020,And the Russians for real this time. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,russians  real  time  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,128
27,3/9/2020,"Don’t blam, just why he don’t push it RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",blam     push   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,122
28,3/9/2020,And the Democrats and MSM for promoting lies and fear RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,democrats  msm  promoting lies  fear  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,144
29,3/9/2020,Bingo! RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,bingo  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,113
30,3/9/2020,Blame China for creating it. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame china  creating   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,130
31,3/9/2020,"They didn’t want to give @realDonaldTrump credit for the markets when they reached record highs, but as soon as they begin to weaken, MSM and lefty looney toons will give HIM all the blame!! RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",want  give  credit   markets   reached record highs   soon   begin  weaken msm  lefty looney toons  give    blame  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,221
32,3/9/2020,time 2 ban all...all imports from china and make everything here again...americans 4 mass deportations... RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,time 2 ban  imports  china  make everything  americans 4 mass deportations  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,182
33,3/9/2020,Blame Russia for trying to crash it with the help of the lame street media RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame russia  trying  crash    help   lame street media  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,163
34,3/9/2020,"Blame the oil wars with Saudi Arabia, Russia and Iran. Keep up. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",blame  oil wars  saudi arabia russia  iran keep   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,156
35,3/9/2020,@POTUS will be blamed for anything the Dems can come up with. Surprised they haven't tried to impeach him sneezing. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blamed  anything  dems  come   surprised   tried  impeach  sneezing  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,175
36,3/9/2020,I cannot think of a better person than businessman @realDonaldTrump to be president during this virus panic. He has more than proven his capabilities regarding the economy over the past three years. This #TrumpCrash garbage is ignorant partisan BS. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,cannot think   better person  businessman    president   virus panic     proven  capabilities regarding  economy   past three years  trumpcrash garbage  ignorant partisan bs  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,281
37,3/9/2020,"RT @RichardStiller4: Blame establishment politicians for failed immigration policies, globalism, and over-regulating/taxing our pharmaceutical companies to the point of leaving for China. #GoldenAdviceOfTheDay @TheLastRefuge2 @michellemalkin RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",blame establishment politicians  failed immigration policies globalism  -regulatingtaxing  pharmaceutical companies   point  leaving  china goldenadviceoftheday    stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,270
38,3/9/2020,Blame Democrats and Leftist Media for creating the scare! RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame democrats  leftist media  creating  scare  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,155
39,3/9/2020,And now we have the Saudi's to blame over the war with Russia. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,saudi  blame   war  russia  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,134
40,3/10/2020,China but Media avoids that word Trump is much more appealing to Democrats RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,china  media avoids  word trump  much  appealing  democrats  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,167
41,3/10/2020,blame the Dems & corrupt media RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame  dems & corrupt media  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,135
42,3/10/2020,"When hysteria is promoted by the media, it stands to reason all businesses, sports and entertainment will suffer with people refraining contact with others. Hence, a drop in activity a drop in the markets. Common Sense should tell you that. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",hysteria  promoted   media  stands  reason  businesses sports  entertainment  suffer  people refraining contact  others hence  drop  activity  drop   markets common sense  tell    stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,286
43,3/10/2020,"Try blaming Saudi Arabia for dropping the price of oil and flooding the market with cheap oil. Has ""nothing"" to do with a virus. You have a Blue Check. S th OP spreading misinformation🤔 RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.","try blaming saudi arabia  dropping  price  oil  flooding  market  cheap oil  ""nothing""     virus    blue check  th op spreading misinformation🤔  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide",2020-03,251
44,3/10/2020,Boom! I Couldn't Have Said It Any Better Myself. #WakeUpAmerica #KeepAmericaGreat #CoronavirusTruth #COVID19 #WuhanVirus #ChinaVirus #ChinaLies #MakeChinaPay #TrumpCrash2020 #MarketCrash2020 #RedNationRising #TuesdayThoughts #TruthBeTold #TellingItLikeItIs RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,boom       better  wakeupamerica keepamericagreat coronavirustruth covid19 wuhanvirus chinavirus chinalies makechinapay trumpcrash2020 marketcrash2020 rednationrising tuesdaythoughts truthbetold tellingitlikeitis  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,320
45,3/10/2020,"Trump Administration’s #COVID19 strategy: Refuse tests to Americans Claim it’s contained (Hoax) New strategy: blame China, democrats and the media RT @brett_mcgurk: Trump says the coronavirus came “out of nowhere.” But last year, the DNI WARNED that we were vulnerable to a pandemic “that could lead to massive rates of death and disability, severely affect the world economy, strain international resources...” 👇 https://www.dni.gov/files/ODNI/documents/2019-ATA-SFR---SSCI.pdf",trump administration covid19 strategy refuse tests  americans claim  contained  hoax  new strategy blame china democrats   media  trump   coronavirus came “  nowhere”  last year  dni warned    vulnerable   pandemic “  lead  massive rates  death  disability severely affect  world economy strain international resources” 👇,2020-03,321
46,3/10/2020,"Wuhan virus, please. China owns this, they held back information from the world, they lied to their own people & every country on this planet. Their lies are nearly crippling the world's economy. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",wuhan virus please china owns   held back information   world  lied    people & every country   planet  lies  nearly crippling  world economy  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,249
47,3/10/2020,but also be nice if the #media would bother reporting the fact that the oil wars between Russia and Saudi Arabia were a larger impact then #caronavirus RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,nice   media  bother reporting  fact   oil wars  russia  saudi arabia   larger impact  caronavirus  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,206
48,3/10/2020,We also blame them for not cooperating with us in order to get a vaccine quicker RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame    cooperating    order  get  vaccine quicker  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,159
49,3/10/2020,"If he takes credit for the highs, he has to accept blame for the lows. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",takes credit   highs    accept blame   lows  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,151
50,3/10/2020,"#Want to know more, visit the link: https://www.fiverr.com/robinbd679/design-luxury-and-modern-minimalist-business-card?utm_campaign=gigs_show&utm_medium=shared&utm_source=copy_link&utm_term=vyxpe5 RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.",want  know  visit  link   stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,132
51,3/10/2020,"RT @Budz442Bud: Trump serves up irresponsible and dangerous information on coronavirus - CNN Trump rejected the WHO #COVID19 test kits in January and has been lying ever since #DontTest #DontTell Now trump’s blaming China, Obama and the Media #TrumpsKatrina https://www.cnn.com/2020/03/08/opinions/coronavirus-trump-misinformation-twitter-obeidallah/index.html",trump serves  irresponsible  dangerous information  coronavirus - cnn trump rejected   covid19 test kits  january    lying ever since donttest donttell  trump blaming china obama   media trumpskatrina,2020-03,200
52,3/10/2020,"RT @Mr_Berman: On the “blame China” defense against coronavirus spreading across Fox News and Trump and his allies, from @MiriamElder https://www.buzzfeednews.com/article/miriamelder/coronavirus-fox-news-trump-china",“blame china” defense  coronavirus spreading across fox news  trump   allies,2020-03,76
53,3/10/2020,They blame him if the wind blows the wrong way. RT @RyanAFournier: Stop blaming the President for the markets. This was surely going to happen with the Coronavirus outbreaks. Blame China for trying to hide it.,blame    wind blows  wrong way  stop blaming  president   markets   surely going  happen   coronavirus outbreaks blame china  trying  hide,2020-03,138
54,3/10/2020,RT @stillgray: Broke: The coronavirus came from China. Woke: It’s racist to blame China for the coronavirus. Bespoke: the US invented the coronavirus to commit biowarfare on China because it’s jealous of President Xi who can do no wrong how dare you ask for democracy in Hong Kong?,broke  coronavirus came  china woke  racist  blame china   coronavirus bespoke   invented  coronavirus  commit biowarfare  china   jealous  president xi     wrong  dare  ask  democracy  hong kong,2020-03,195
55,3/11/2020,"RT @jawjaresists: Stop blaming China, they’ve done a helluva lot more to help their people than our lackey government has too protect us!!! https://www.buzzfeednews.com/article/miriamelder/coronavirus-fox-news-trump-china",stop blaming china  done  helluva lot   help  people   lackey government   protect,2020-03,82
56,3/11/2020,"...of course it’s the POTUS fault, why would ANYONE blame China...? RT @SaraCarterDC: .@NYGovCuomo blames Trump's Admin on Coronavirus: 'This is the public health version of Hurricane Katrina' https://saraacarter.com/gov-cuomo-blames-trumps-admin-on-coronavirus/",course   potus fault   anyone blame china   blames trump admin  coronavirus    public health version  hurricane katrina,2020-03,119
57,3/11/2020,"RT @DJx1555: @realTuckFrumper After blaming DEMS & Media for COVID-19 discussion, 45 now blames China for the Pandemic Spread in USA. 45 Eliminated the Entirety Pandemic Response Team that President Obama had put in place. Let’s Read the TRUTH: https://www.huffpost.com/entry/trump-coronavirus-threat_n_5e56e9a7c5b66137fb5d4445",blaming dems & media  covid-19 discussion 45  blames china   pandemic spread  usa 45 eliminated  entirety pandemic response team  president obama  put  place let read  truth,2020-03,173
58,3/11/2020,"New tRump tactic, blame China for our lack of response to the coronavirus. Watch this story- this is just the beginning of the blame game. I watched this blow up while I was in Italy & came back to the US where NOBODY was even talking about it. tRump’s incompetency shows AGAIN RT @Reuters: U.S.'s O'Brien says Chinese virus response likely cost world two months https://www.reuters.com/article/us-health-coronavirus-usa-o-brien-idUSKBN20Y29R?taid=5e6937a738da2700010016cb&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter",new trump tactic blame china   lack  response   coronavirus watch  story-     beginning   blame game  watched  blow      italy & came back     nobody  even talking   trump incompetency shows   u brien  chinese virus response likely cost world two months,2020-03,253
59,3/11/2020,"Racists gonna racist. South Korea 🇰🇷 has drive-thru testing already while we, in the America Trump Made Great Again, are trying to figure out how to test 300 million people with 75K testing kits. But at least we saved $ by firing 80 percent of the CDC. #coronavirus RT @New_Narrative: Trump's national security adviser blames China for coronavirus spread https://news.yahoo.com/o-brien-blames-china-for-coronavirus-spread-191800057.html?ncid=twitter_yahoonewst_sjwumo1bpf4",racists gonna racist south korea 🇰🇷  drive-thru testing already     america trump made great   trying  figure    test 300 million people  75k testing kits   least  saved $  firing 80 percent   cdc coronavirus  trump national security adviser blames china  coronavirus spread,2020-03,274
60,3/11/2020,@GOP it’s shyt like this - and you’re blaming everyone else - RT @YahooNews: Trump's national security adviser blames China for coronavirus spread https://news.yahoo.com/o-brien-blames-china-for-coronavirus-spread-191800057.html?ncid=twitter_yahoonewst_sjwumo1bpf4,shyt   -   blaming everyone else -  trump national security adviser blames china  coronavirus spread,2020-03,100
61,3/11/2020,RT @New_Narrative: Trump's national security adviser blames China for coronavirus spread https://news.yahoo.com/o-brien-blames-china-for-coronavirus-spread-191800057.html?ncid=twitter_yahoonewst_sjwumo1bpf4,trump national security adviser blames china  coronavirus spread,2020-03,64
62,3/11/2020,"Trump thinks the #coronavirus came out of nowhere, then blames China... but said four weeks ago nobody thought this would be an issue? Where has he been since December-January when it was first reported? RT @atrupar: Watch this clip while reminding yourself that Trump fired the government’s pandemic response team 2 years ago",trump thinks  coronavirus came   nowhere  blames china   four weeks ago nobody thought     issue     since december-january    first reported  watch  clip  reminding   trump fired  government pandemic response team 2 years ago,2020-03,226
63,3/11/2020,"RT @stl_blonde: If you blame China for the CoronaVirus, you're racist. If you blame Trump for the CoronaVirus, you're woke.",blame china   coronavirus  racist   blame trump   coronavirus  woke,2020-03,67
64,3/11/2020,RT @FloridaSharkman: ‘Chicom Deep state Covered it up’: Trump adviser blames China for coronavirus pandemic https://www.washingtonexaminer.com/policy/defense-national-security/covered-up-trump-adviser-blames-china-for-coronavirus-pandemic,‘chicom deep state covered   trump adviser blames china  coronavirus pandemic,2020-03,77
65,3/11/2020,"Trump must own stock in Oil & Gas. The economy is more important to him than stopping coronavirus. He'd like us to stop talking about it so much & wants to blame China for causing it. His identity is tied up with the stock market so when it crashes so does his self worth. @POTUS RT @tyrion1: ""Senate GOP Blocks Emergency Paid Sick Leave Bill From Moving Forward"" But the Trump admin has already stated they want to help the ""suffering"" oil and gas industry with tax Dollars. https://www.huffpost.com/entry/senate-gop-blocks-emergency-paid-sick-leave-legislation-from-moving-forward_n_5e691016c5b68d61645ebff9","trump must  stock  oil & gas  economy   important    stopping coronavirus     stop talking    much & wants  blame china  causing   identity  tied    stock market    crashes    self worth   ""senate gop blocks emergency paid sick leave bill  moving forward""   trump admin  already stated  want  help  ""suffering"" oil  gas industry  tax dollars",2020-03,341
66,3/11/2020,RT @JCBua: While Stumbling Through A Prepared Address Trump Blames China & EU For #CoronaVirus And Suspends All Travel From Europe But Not The UK,stumbling   prepared address trump blames china & eu  coronavirus  suspends  travel  europe    uk,2020-03,97
67,3/11/2020,"Watching Trump's pathetic speech and then immediately learning that Tom Hanks and Rita Wilson have coronavirus...Jesus Christ. RT @genebromberg: Well that was a shitshow. The President decides to blame China and Europe, ignoring the fact that the virus is already here. And we aren't testing for it. Still.",watching trump pathetic speech   immediately learning  tom hanks  rita wilson  coronavirusjesus christ  well    shitshow  president decides  blame china  europe ignoring  fact   virus  already     testing   still,2020-03,212
68,3/11/2020,Ya Wasp’s have to stick together xenophobia at its best ( worst ) #TrumpVirus #TrumpCrash #TrumpFlu #TrumpFail #TrumpFailure & then there is #TrumpFascism RT @JCBua: While Stumbling Through A Prepared Address Trump Blames China & EU For #CoronaVirus And Suspends All Travel From Europe But Not The UK,ya wasp   stick together xenophobia   best   worst   trumpvirus trumpcrash trumpflu trumpfail trumpfailure &    trumpfascism   stumbling   prepared address trump blames china & eu  coronavirus  suspends  travel  europe    uk,2020-03,224
69,3/11/2020,"Fact check: A list of 28 ways Trump and his team have been dishonest about the coronavirus https://www.cnn.com/2020/03/11/politics/fact-check-trump-administration-coronavirus-28-dishonest/index.html Instead of criticizing Trump for lies about the Coronavirus, @charliekirk11 is busy complaining about CNN. Sick. RT @charliekirk11: Instead of blaming China for the economic & health impact their virus is having on our nation @CNN is busy calling Trump's response ""xenophobic"" and perpetuating the lie that he called the virus ""a hoax"" This president called for unity—the Mainstream Media is ignoring it Sick.","fact check  list  28 ways trump   team   dishonest   coronavirus  instead  criticizing trump  lies   coronavirus   busy complaining  cnn sick  instead  blaming china   economic & health impact  virus     nation   busy calling trump response ""xenophobic""  perpetuating  lie   called  virus "" hoax""  president called  unity— mainstream media  ignoring  sick",2020-03,355
70,3/12/2020,RT @nymets22: Trump admin blames China for 2 months lost in coronavirus prep as experts warn flaws in US health system doom its readiness https://www.rt.com/usa/482866-blame-china-coronavirus-response-lacking/,trump admin blames china  2 months lost  coronavirus prep  experts warn flaws   health system doom  readiness,2020-03,109
71,3/12/2020,"RT @stltoday: Trump officials, on the defensive over handling of coronavirus outbreak, blame China https://www.stltoday.com/news/national/trump-officials-on-the-defensive-over-handling-of-coronavirus-outbreak/article_9d0ea4de-4318-567f-9672-04dd7176646d.html",trump officials   defensive  handling  coronavirus outbreak blame china,2020-03,71
72,3/12/2020,"I’ve never watched Fox&Friends because I’m not a patient person and I like to have a calm morning because I’m not a morning person #Kilmeade must be a monumental moron! I know he’s a huge trump kissass for sure! RT @BadFoxGraphics: 7:21 AM ET “Fox & Friends” Host @kilmeade Blames China For Coronavirus KILMEADE: Should we do the same thing as China did? After all, they STARTED the whole thing, and they seem to be on top of this now. 🇨🇳",never watched fox&friends     patient person       calm morning     morning person kilmeade must   monumental moron  know   huge trump kissass  sure  721  et “fox & friends” host  blames china  coronavirus kilmeade      thing  china     started  whole thing   seem    top    🇨🇳,2020-03,277
