,Date,Mention Content,Processed Content,Year-Month,Length
2061,3/22/2020,"The incompetent moron in the White House is trying to distract from his own failures in dealing with the #coronavirus crisis by blaming China. #FakePresidentRealMoron RT @TheRickWilson: Not one iota of this energy helps get a single American tested, puts one American who needs one in a hospital bed, gets one more N95 mask or ventilator. This is for trump’s shameless, domestic political benefit.",incompetent moron   white house  trying  distract    failures  dealing   coronavirus crisis  blaming china fakepresidentrealmoron   one iota   energy helps get  single american tested puts one american  needs one   hospital bed gets one  n95 mask  ventilator    trump shameless domestic political benefit,2020-03,304
2062,3/22/2020,"Damn that divisive Chinese, Japanese, Vietnamese, Filipino and Korean food too. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",damn  divisive chinese japanese vietnamese filipino  korean food    need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,294
2063,3/22/2020,"This is how you spend your time? Why don't you do something useful. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",spend  time     something useful   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,261
2064,3/22/2020,"@RepAdamSchiff Blaming Trump may seem like good politics, but it doesn’t solve anything, or mitigate anyone’s failures - not yours or @TheDemocrats or @GOP. We need to bring people together. Enough already. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",blaming trump may seem  good politics    solve anything  mitigate anyone failures -        need  bring people together enough already   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,362
2065,3/22/2020,Please just stop. RT @funder: Trump blames China for his slow response to coronavirus. Then says Dr. Fauci would liked to have known earlier from China about the coronavirus. Dr Fauci’s response says everything:,please  stop  trump blames china   slow response  coronavirus   dr fauci  liked   known earlier  china   coronavirus dr fauci response  everything,2020-03,146
2066,3/22/2020,"Blaming @realDonaldTrump for calling the Chinese virus brings disunity. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",blaming   calling  chinese virus brings disunity   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,277
2067,3/22/2020,"Fuck off Schiff RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",fuck  schiff   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,241
2068,3/22/2020,Trump knew in early January.... #TrumpPandemic RT @funder: Trump blames China for his slow response to coronavirus. Then says Dr. Fauci would liked to have known earlier from China about the coronavirus. Dr Fauci’s response says everything:,trump knew  early january trumppandemic  trump blames china   slow response  coronavirus   dr fauci  liked   known earlier  china   coronavirus dr fauci response  everything,2020-03,173
2069,3/22/2020,"Schiff's wires remain short circuited. @veritasrepublic @Shelley2021 @eileendiana @myinfoingridz1 RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",schiff wires remain short circuited       need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,268
2070,3/22/2020,"You of all Congressmen need to shut the f**k up. I would not save your sorry ass if I saw you bleeding out on a battlefield. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",congressmen need  shut  f**k     save  sorry ass   saw  bleeding    battlefield   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,308
2071,3/22/2020,"So you’re only allowed to call it that when you’re a democrat, right? 🤔 #ChineseCoronaVirus #ChineseVirusCorona #ChineseVirus RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",allowed  call      democrat right 🤔 chinesecoronavirus chineseviruscorona chinesevirus   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,315
2072,3/22/2020,"I think stupid Schiff should remember that right now the Chinese are blaming US for this outbreak... but, of course shifty Schiff couldn't care less. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",think stupid schiff  remember  right   chinese  blaming    outbreak   course shifty schiff  care less   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,330
2073,3/22/2020,"Fuck you pencilneck douchebag!!! You’re a pile of shit!! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",fuck  pencilneck douchebag   pile  shit   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,268
2074,3/22/2020,When a liar lies in front of you and you don’t want to confirm his full of shit yep that’s the expression on this mans face sad just sad RT @funder: Trump blames China for his slow response to coronavirus. Then says Dr. Fauci would liked to have known earlier from China about the coronavirus. Dr Fauci’s response says everything:,liar lies  front      want  confirm  full  shit yep   expression   mans face sad  sad  trump blames china   slow response  coronavirus   dr fauci  liked   known earlier  china   coronavirus dr fauci response  everything,2020-03,219
2075,3/22/2020,"Enough already from you! You are a liar, cheat and a disgusting politician. You have manufactured falsehoods, false narratives and spread them daily about our President and the Republicans daily. You have ruined people’s lives. You have no conscious, no idea of how bad U R.?! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",enough already      liar cheat   disgusting politician   manufactured falsehoods false narratives  spread  daily   president   republicans daily   ruined people lives    conscious  idea   bad u r   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,424
2076,3/22/2020,"This is @RepAdamSchiff way to blame the President. Second verse- same as the first! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",way  blame  president second verse-    first   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,273
2077,3/22/2020,"Crawl back under the Rock you call home. We're better off with out you google-eyed commentary. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",crawl back   rock  call home  better     google-eyed commentary   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,292
2078,3/22/2020,"Petty, finger pointing arseholes to a fault. RT @AtomicAnalyst: Two months ago, Trump effusively praised China's response to the coronavirus. Now, the White House—via the NSC—is rolling out an administration-wide ""blame China"" campaign. Why? To deflect from Trump's incoherent, inadequate, and inept response, which has made matters far worse.","petty finger pointing arseholes   fault  two months ago trump effusively praised china response   coronavirus   white house—via  nsc— rolling   administration-wide ""blame china"" campaign   deflect  trump incoherent inadequate  inept response   made matters far worse",2020-03,266
2079,3/22/2020,Damn man. RT @funder: Trump blames China for his slow response to coronavirus. Then says Dr. Fauci would liked to have known earlier from China about the coronavirus. Dr Fauci’s response says everything:,damn man  trump blames china   slow response  coronavirus   dr fauci  liked   known earlier  china   coronavirus dr fauci response  everything,2020-03,142
2080,3/22/2020,"You contributed to this pencil neck. While Chinese Wuhan virus was raging you and democrats were pushing your stupid impeachment hoax. We could’ve been taking care of it back then. You were creating divisions from day one of his administration. Sit down be quiet and watch. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",contributed   pencil neck  chinese wuhan virus  raging   democrats  pushing  stupid impeachment hoax    taking care   back    creating divisions  day one   administration sit   quiet  watch   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,418
2081,3/22/2020,"Bull💩💩💩💩 RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",bull💩💩💩💩   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,237
2082,3/22/2020,"You didn’t think this tweet thoroughly now did you? RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",think  tweet thoroughly      need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,255
2083,3/22/2020,"I guess we should stop calling the German measles, Lyme disease, Italian food, Mexican food etc....you’re an idiot Schiff RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",guess   stop calling  german measles lyme disease italian food mexican food   idiot schiff   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,319
2084,3/22/2020,"hey Adam RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",hey adam   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,237
2085,3/22/2020,"#WorstPresidentEver #TrumpVirus #NeroTrump #CoronaVirus #COVID19 #ThrowHimOut RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",worstpresidentever trumpvirus nerotrump coronavirus covid19 throwhimout   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,300
2086,3/22/2020,"Oh SHUT up RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",oh shut    need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,237
2087,3/22/2020,"You just tore people apart, @RepAdamSchiff in this message to the people. Can’t help yourself, can you? RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",tore people apart    message   people  help      need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,275
2088,3/22/2020,"It is good to call attention to the fact China's police threatened, sanctioned & silenced their own doctors who tried to alert the world sooner. Time to know the value of #FreeSpeech to preserve it here & to reject the ""social credit"" system in China. Thus=> #ChineseVirus ! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.","good  call attention   fact china police threatened sanctioned & silenced   doctors  tried  alert  world sooner time  know  value  freespeech  preserve   &  reject  ""social credit"" system  china thus=> chinesevirus    need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already",2020-03,444
2089,3/22/2020,"So why are you defending them then? Your such a piece of shit it’s not even funny! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",defending      piece  shit   even funny   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,268
2090,3/22/2020,Lying ass. RT @funder: Trump blames China for his slow response to coronavirus. Then says Dr. Fauci would liked to have known earlier from China about the coronavirus. Dr Fauci’s response says everything:,lying ass  trump blames china   slow response  coronavirus   dr fauci  liked   known earlier  china   coronavirus dr fauci response  everything,2020-03,143
2091,3/22/2020,"Literally what is new?...TRUMP famous for dividing..even words such as CHI-NUH. He's the most disgusting human on this planet! I cant even with him. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",literally   newtrump famous  dividingeven words   chi-nuh    disgusting human   planet  cant even     need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,328
2092,3/22/2020,"Shut up Adam. Tired of you putting our President down. No one cares what you think. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",shut  adam tired   putting  president   one cares   think   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,286
2093,3/22/2020,"Please go directly to China and represent U.S. 😆 HELL would be a great 2nd choise for you. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",please go directly  china  represent u 😆 hell    great 2nd choise     need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,296
2094,3/22/2020,"Oh! Shut up you Fool☠️☠️☠️ RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",oh shut   fool☠️☠️☠️   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,249
2095,3/22/2020,"China deserves the blame as much of the Pandemic is their fault. For you to admonish the President for calling it the Chinese Virus may seem like good politics, but it just reminds everyone of your attempted coup. Stop bashing our President, you pencil neck dick! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",china deserves  blame  much   pandemic   fault    admonish  president  calling   chinese virus may seem  good politics    reminds everyone   attempted coup stop bashing  president  pencil neck dick   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,426
2096,3/22/2020,"Oh you mean like blaming RUSSIA for losing a RIGGED ELECTION. Where was the sudden concern about being RACIST then?? RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",oh  mean  blaming russia  losing  rigged election    sudden concern   racist    need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,306
2097,3/22/2020,"Trump’s pettiness—and no, he wasn’t using the convention of naming the virus after it’s point of origin—in the face of the worst global catastrophe in most of our lifetimes is an unspeakably pathetic response. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",trump pettiness—    using  convention  naming  virus   point  origin—  face   worst global catastrophe     lifetimes   unspeakably pathetic response   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,377
2098,3/22/2020,"It is called the #CoronaVirus and that is just that...No more BS/immature distractions,doing what's right for us all is all that matters https://twitter.com/RepAdamSchiff/status/1241504277048238080?s=20 RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",called  coronavirus       bsimmature distractions  right       matters    need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,300
2099,3/22/2020,"Up yours douchebag! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",douchebag   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,238
2100,3/22/2020,"RT @DominatorTx: Chinavirus And how are you bringing people together @RepAdamSchiff with your passive aggressive knock on Trump? Remember this, millions of illegals are here because of you. Chinavirus is here because of you. Trump will win because of you. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",chinavirus     bringing people together    passive aggressive knock  trump remember  millions  illegals      chinavirus      trump  win      need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,367
2101,3/22/2020,Trump should do something for Europe rather than ridiculously blaming China everyday. RT @HuXijin_GT: Death toll of COVID-19 surged by 793 in Italy in a single day. The country is suffering a humanitarian disaster. Shouldn’t the US and China jointly help the Europe now? Is there anything else on President Trump’s mind except for re-election and passing the buck?,trump   something  europe rather  ridiculously blaming china everyday  death toll  covid-19 surged  793  italy   single day  country  suffering  humanitarian disaster     china jointly help  europe    anything else  president trump mind except  -election  passing  buck,2020-03,269
2102,3/22/2020,"Get your eyes on working to get a cure to our nation's people as well as the world. Who cares what we call th EVIL virus that is capable of killing millions world wide?? Call it Worldwide Disease because that's what it is right now...a silent killer. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",get  eyes  working  get  cure   nation people  well   world  cares   call th evil virus   capable  killing millions world wide call  worldwide disease      right  silent killer   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,405
2103,3/22/2020,"No Shit. WHAT Happened to you DEMOCRATS in JANUARY and February. Oh"" IMPEACHMENT SCAM .. NEVER FORGET..!!! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.","shit  happened   democrats  january  february oh"" impeachment scam  never forget   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already",2020-03,309
2104,3/22/2020,"BULL SHIT! China is not going to get away with this scot-free just because your in business with them selling out America. SHUT YOUR CRIMINAL MOUTH YOU FUCKING PIG!!!! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",bull shit china   going  get away   scot-free     business   selling  america shut  criminal mouth  fucking pig   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,340
2105,3/22/2020,"Once again, blaming every setback on the Trump Administration. Typical... And you *dare* tell us not to refer #COVID19 as the #ChineseCoronaVirus on account of the fact that it originated from China? #PoliticalCorrectness at work, everyone! This is #Orwellianism at its ugliest! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",blaming every setback   trump administration typical   *dare* tell    refer covid19   chinesecoronavirus  account   fact   originated  china politicalcorrectness  work everyone   orwellianism   ugliest   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,430
2106,3/22/2020,"@RepAdamSchiff You will NOT ‘bring people together’ with your divisive quibbling over issues which are irrelevant in the battle against the spread of COVID-19. Advocate individual/social responsibility, medically sound actions, and cooperative effort to stop the virus spread. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",‘bring people together   divisive quibbling  issues   irrelevant   battle   spread  covid-19 advocate individualsocial responsibility medically sound actions  cooperative effort  stop  virus spread   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,426
2107,3/22/2020,"How About you STFU AND SIT DOWN, pompous ass, you’ll always be known as a liar and leaker, your security clearance should have been stripped away long ago. RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",stfu  sit  pompous ass  always  known   liar  leaker  security clearance    stripped away long ago   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,327
2108,3/22/2020,"Why don't you shut the f__k up? Go visit your friend Ed Buck or Dr. Hensel in prison. https://dcdirtylaundry.com/the-sexual-predators-surrounding-adam-schiff-continue-to-pile-up/ RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",shut  f__k  go visit  friend ed buck  dr hensel  prison    need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,285
2109,3/22/2020,"RT @DHStokyo: It’s really disturbing to see the #ComplicitGOP like John Cornyn and Tom Cotton fall in lockstep with Trump and blame China for the #coronavirus. Stop looking backwards. Look forward and be clear-eyed about tackling solutions. You know, so more Americans don’t die.",really disturbing  see  complicitgop  john cornyn  tom cotton fall  lockstep  trump  blame china   coronavirus stop looking backwards look forward   clear-eyed  tackling solutions  know   americans  die,2020-03,202
2110,3/22/2020,"Trump over Biden x infinity RT @charliekirk11: Joe Biden falsely claims that America is ""paying the price"" of the Chinese Coronavirus because of Trump Donald Trump say America is facing the effects of the Chinese Coronavirus because of China Biden blames Trump Trump blames China Which would you rather have leading us? 🤔","trump  biden x infinity  joe biden falsely claims  america  ""paying  price""   chinese coronavirus   trump donald trump  america  facing  effects   chinese coronavirus   china biden blames trump trump blames china    rather  leading  🤔",2020-03,234
2111,3/22/2020,"You make me feel sick. You should be showing support for @POTUS in this emergency, regardless of your personal feelings #coronavirus RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",make  feel sick    showing support     emergency regardless   personal feelings coronavirus   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,320
2112,3/22/2020,"He also has blamed Obama repeatedly. RT @BillKristol: ""President Trump has responded to the coronavirus outbreak by (among other things) promising it would go away by itself, playing golf, blaming China, blaming the media, blaming Democrats, lying about it...and saying he’s responding to it perfectly."" https://www.usatoday.com/story/opinion/2020/03/21/donald-trump-irresponsible-amid-coronavirus-pandemic-covid-19-column/2887129001/","blamed obama repeatedly  ""president trump  responded   coronavirus outbreak   among  things  promising   go away   playing golf blaming china blaming  media blaming democrats lying   saying  responding   perfectly""",2020-03,214
2113,3/22/2020,"Why are you protecting China Government ? I bet they donate $’s to you. #Loser #ChinaCoronaVirus RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",protecting china government   bet  donate $   loser chinacoronavirus   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,297
2114,3/22/2020,"Adam just shut up!! We need to call them out on their shit!! RT @RepAdamSchiff: We need to bring people together to fight Coronavirus. Blaming China may seem like good politics, but it doesn’t solve anything, or mitigate the Trump Administration’s failures. Calling it the “Chinese virus” only breeds disunity, discrimination and division. Enough already.",adam  shut   need  call     shit   need  bring people together  fight coronavirus blaming china may seem  good politics    solve anything  mitigate  trump administration failures calling   “chinese virus”  breeds disunity discrimination  division enough already,2020-03,261
